recId,type,legal_name,trade_name,street_address,registration_number,date_first_registered,registration_begins,registration_ends,establishment_status,supervisor_no,supervisor_name,successor_no,successor_name,active,SeqNumber,seqLength,displayLatitude,displayLongitude,locationLabel,houseNumber,street,district,city,postalCode,county,state,country,zip_code_match,original_zip,name_short,independent,name_simplified,category
4552,PHARMACY,EZ PHARMACY & SURGICAL INC.,,"26-50 4TH STREET LONG ISLAND CITY, NY 11102-0000",25472,2002-10-24,2005-01-01,2005-05-20,TRANSFER,,,27110,"ANISH PHARMACY, INC./ EZ PHARMACY & SURGICAL",False,1.0,1.0,40.7754747,-73.9331628,"26-50 4th St, Astoria, NY 11102, United States",26-50,4th St,Astoria,Astoria,11102.0,Queens,NY,USA,1,11102,EZ,True,EZ PHARMACY & SURGICAL INC,INDEPENDENT
4553,PHARMACY,EZ PHARMACY INC.,,"3716 THIRD AVENUE BRONX, NY 10456-0000",27430,2005-12-21,2008-12-01,2009-03-25,TRANSFER,,,29343,"EZ SUPER PHARMACY, INC./ EZ PHARMACY",False,1.0,1.0,40.83559,-73.90296,"3716 3rd Ave, Bronx, NY 10456, United States",3716,3rd Ave,Claremont-Bathgate,Bronx,10456.0,Bronx,NY,USA,1,10456,EZ,True,EZ PHARMACY INC,INDEPENDENT
4554,PHARMACY,EZ RX PHARMACY INC.,,"8802 4TH AVE. BROOKLYN, NY 11209-0000",30240,2010-08-16,2019-08-01,2022-07-31,,52271.0,,,,True,1.0,1.0,40.62135,-74.02915,"8802 4th Ave, Brooklyn, NY 11209, United States",8802,4th Ave,Bay Ridge & Fort Hamilton,Brooklyn,11209.0,Kings,NY,USA,1,11209,EZ,True,EZ RX PHARMACY INC,INDEPENDENT
4555,PHARMACY,"EZ SUPER PHARMACY, INC.",EZ PHARMACY,"37-16 THIRD AVE BRONX, NY 10456-0000",29343,2009-03-25,2012-03-01,2012-06-22,TRANSFER,,,31334,TOTAL PHARMACY INC./ EZ PHARMACY,False,1.0,1.0,40.8232652,-73.8077674,"37 3rd Ave, Bronx, NY 10465, United States",37,3rd Ave,Throgs Neck-Edgewater Park,Bronx,10465.0,Bronx,NY,USA,0,10456,EZ,True,EZ SUPER PHARMACY INC,INDEPENDENT
4556,PHARMACY,EZRX CHEMISTS CORP.,,"159-16 UNION TURNPIKE FRESH MEADOWS, NY 11366-0000",39395,2022-03-10,2022-03-10,2025-02-28,,49594.0,,,,True,1.0,1.0,40.72013,-73.80745,"159-16 Union Tpke, Fresh Meadows, NY 11366, United States",159-16,Union Tpke,Hillcrest,Fresh Meadows,11366.0,Queens,NY,USA,1,11366,EZRX,True,EZRX CHEMISTS CORP,INDEPENDENT
4558,PHARMACY,"F & D PHARMACY, INC.",MEDICAL ARTS CHEMISTS & SURGICALS,"5504 13TH AVE. BROOKLYN, NY 11219-0000",16574,1979-10-04,2019-11-01,2022-10-31,,59706.0,,,,True,1.0,1.0,40.63162,-73.99588,"5504 13th Ave, Brooklyn, NY 11219, United States",5504,13th Ave,Borough Park,Brooklyn,11219.0,Kings,NY,USA,1,11219,F,True,F & D PHARMACY INC,INDEPENDENT
4561,PHARMACY,F & M PHARMACY INC.,SCRIPTMAIL PHARMACY,"481 MAIN STREET SUITE 204 NEW ROCHELLE, NY 10801-0000",27552,2005-11-10,2005-11-10,2008-04-24,DISCONTINUED,,,,,False,1.0,1.0,40.90948,-73.78114,"481 Main St, New Rochelle, NY 10801, United States",481,Main St,,New Rochelle,10801.0,Westchester,NY,USA,1,10801,F,True,F & M PHARMACY INC,INDEPENDENT
4563,PHARMACY,F & N PHARMACY INC.,,"2309 WESTCHESTER AVE. BRONX, NY 10462-0000",31188,2012-04-09,2021-04-01,2024-03-31,,37796.0,,,,True,1.0,1.0,40.83595,-73.84796,"2309 Westchester Ave, Bronx, NY 10462, United States",2309,Westchester Ave,Westchester Village,Bronx,10462.0,Bronx,NY,USA,1,10462,F,True,F & N PHARMACY INC,INDEPENDENT
4565,PHARMACY,F AND B PHARMACY CORP.,,"740 NEW LOTS AVE. BROOKLYN, NY 11207-0000",22774,1996-03-27,2022-04-01,2025-03-31,,31637.0,,,,True,1.0,1.0,40.66609,-73.88304,"740 New Lots Ave, Brooklyn, NY 11207, United States",740,New Lots Ave,East New York,Brooklyn,11207.0,Kings,NY,USA,1,11207,F,True,F AND B PHARMACY CORP,INDEPENDENT
4566,PHARMACY,"F AND M PHARMACEUTICAL CORP., THE",TWIN PHARMACY,"C/O PHARMACY 4050 WHITE PLAINS AVE. BRONX, NY 10466-0000",261,2055-08-25,2010-09-01,2011-02-15,DISCONTINUED,,,,,False,1.0,1.0,40.89002,-73.85888,"4050 White Plains Rd, Bronx, NY 10466, United States",4050,White Plains Rd,Wakefield,Bronx,10466.0,Bronx,NY,USA,1,10466,F,True,F AND M PHARMACEUTICAL CORP THE,HEALTHCARE
4568,PHARMACY,"F. & S. PHARMACY, INC.",,"1876 WILLIAMSBRIDGE RD. BRONX, NY 10461-0000",6646,2055-09-24,,2004-11-01,DISCONTINUED,,,,,False,1.0,1.0,40.8521878,-73.8526279,"1876 Williamsbridge Rd, Bronx, NY 10461, United States",1876,Williamsbridge Rd,Morris Park,Bronx,10461.0,Bronx,NY,USA,1,10461,F.,True,F & S PHARMACY INC,INDEPENDENT
4569,PHARMACY,F.G.L. DRUG CORP.,NORDON DRUG,"247 HEMPSTEAD AVE. MALVERNE, NY 11565-0000",10585,2064-08-25,2019-09-01,2022-08-31,,56638.0,,,,True,1.0,1.0,40.67424,-73.67029,"247 Hempstead Ave, Malverne, NY 11565, United States",247,Hempstead Ave,,Malverne,11565.0,Nassau,NY,USA,1,11565,F.G.L.,True,FGL DRUG CORP,INDEPENDENT
4618,PHARMACY,"FABU-BUY STORES, INC.",VALUE DRUG STORE,"485 TUCKAHOE RD. YONKERS, NY 10710-0000",17586,1982-10-12,2005-01-01,2006-05-11,TRANSFER,,,27811,"VALUE PLUS PHARMACY, INC",False,1.0,1.0,40.95285,-73.85096,"485 Tuckahoe Rd, Yonkers, NY 10710, United States",485,Tuckahoe Rd,,Yonkers,10710.0,Westchester,NY,USA,1,10710,FABU-BUY,True,FABU-BUY STORES INC,INDEPENDENT
4619,PHARMACY,FACTS DRUGS INC.,NY PHARMACY,"29-14 CRESCENT ST. ASTORIA, NY 11102-0000",30469,2011-01-13,2014-01-01,2016-01-28,TRANSFER,,,34316,"CRESCENT PHARMACY, INC./ NY PHARMACY",False,1.0,1.0,40.76883,-73.9251051,"29-14 Crescent St, Astoria, NY 11102, United States",29-14,Crescent St,Astoria,Astoria,11102.0,Queens,NY,USA,1,11102,FACTS,True,FACTS DRUGS INC,INDEPENDENT
4621,PHARMACY,FAIR CARE PHARMACY INC.,IQRA PHARMACY & SURGICALS,"1094 FLATBUSH AVE. BROOKLYN, NY 11226-6198",30278,2010-08-26,2022-08-01,2025-07-31,,52705.0,,,,True,1.0,1.0,40.64368,-73.958,"1094 Flatbush Ave, Brooklyn, NY 11226, United States",1094,Flatbush Ave,Flatbush-Ditmas Park,Brooklyn,11226.0,Kings,NY,USA,1,11226,FAIR,True,FAIR CARE PHARMACY INC,INDEPENDENT
4623,PHARMACY,FAIRBANKS PHARMACY INC.,FAIRBANKS PHARMACY,"37 MAIN ST. SIDNEY, NY 13838-1139",12692,2069-10-01,2007-11-01,2009-07-15,DISCONTINUED,,,,,False,1.0,1.0,42.31559,-75.39188,"37 Main St, Sidney, NY 13838, United States",37,Main St,,Sidney,13838.0,Delaware,NY,USA,1,13838,FAIRBANKS,True,FAIRBANKS PHARMACY INC,INDEPENDENT
4624,PHARMACY,FAIRFIELD PHARMACY INC,,"953 PENNSYLVANIA AVE BROOKLYN, NY 11207-0000",31551,2012-12-10,2021-12-01,2024-11-30,,50434.0,,,,True,1.0,1.0,40.6549,-73.88737,"953 Pennsylvania Ave, Brooklyn, NY 11207, United States",953,Pennsylvania Ave,East New York,Brooklyn,11207.0,Kings,NY,USA,1,11207,FAIRFIELD,True,FAIRFIELD PHARMACY INC,INDEPENDENT
4627,PHARMACY,FAIRPORT BAPTIST HOMES,,"C/O PHARMACY 4646 NINE MILE POINT RD. FAIRPORT, NY 14450-0000",11322,2066-06-07,2010-07-01,2011-01-17,DISCONTINUED,,,,,False,1.0,1.0,43.10996,-77.4398,"4646 Nine Mile Point Rd, Fairport, NY 14450, United States",4646,Nine Mile Point Rd,,Fairport,14450.0,Monroe,NY,USA,1,14450,FAIRPORT,True,FAIRPORT BAPTIST HOMES,HEALTHCARE
4628,PHARMACY,FAIRVIEW HILL REALTY CORPORATION,FAIRVIEW PHARMACY & HOME CARE SUPPLY,"4747 NESCONSET HIGHWAY PORT JEFFERSON STATION, NY 11776-0000",22326,1995-02-08,2022-03-01,2025-02-28,,36180.0,,,,True,1.0,1.0,40.9167,-73.054,"4747 Nesconset Hwy, Port Jefferson Station, NY 11776, United States",4747,Nesconset Hwy,Port Jefferson Station,Port Jefferson Station,11776.0,Suffolk,NY,USA,1,11776,FAIRVIEW,True,FAIRVIEW HILL REALTY CORPORATION,INDEPENDENT
4632,PHARMACY,FALCONER PHARMACY INC.,,"202 WEST MAIN ST. FALCONER, NY 14733-0000",32211,2013-09-10,2016-09-01,2019-07-10,DISCONTINUED,,,,,False,1.0,1.0,42.11632,-79.20159,"202 W Main St, Falconer, NY 14733, United States",202,W Main St,,Falconer,14733.0,Chautauqua,NY,USA,1,14733,FALCONER,True,FALCONER PHARMACY INC,INDEPENDENT
4634,PHARMACY,"FALL STREET PHARMACY, INC.",,"95 FALL ST. SENECA FALLS, NY 13148-0000",25049,2001-06-20,,2004-02-09,TRANSFER,,,26462,"HENDERSON'S DRUG STORE, INC./ FALL STREET PHARMACY",False,1.0,1.0,42.91031,-76.79797,"95 Fall St, Seneca Falls, NY 13148, United States",95,Fall St,,Seneca Falls,13148.0,Seneca,NY,USA,1,13148,FALL,True,FALL STREET PHARMACY INC,INDEPENDENT
4637,PHARMACY,FALLON WELLNESS PHARMACY OF SARATOGA LLC,,"472 BROADWAY SARATOGA SPRINGS, NY 12866-0000",30166,2010-07-07,2016-07-01,2018-03-23,TRANSFER,,,36434,"THE GOLDEN GALLIPOT APOTHECARY, LLC/ MENGES & CURTIS APOTHE",False,1.0,1.0,43.08305,-73.78447,"472 Broadway, Saratoga Springs, NY 12866, United States",472,Broadway,,Saratoga Springs,12866.0,Saratoga,NY,USA,1,12866,FALLON,True,FALLON WELLNESS PHARMACY OF SARATOGA LLC,INDEPENDENT
4638,PHARMACY,"FALLON WELLNESS PHARMACY, L.L.C.",,"1057 TROY SCHENECTADY RD. LATHAM, NY 12110-0000",26112,2003-08-22,2019-09-01,2022-08-31,,,"Type :  PHARMACY             Legal Name :  FALLON WELLNESS PHARMACY, L.L.C.                   Trade Name :  Street Address :   1057 TROY SCHENECTADY RD.",,,True,1.0,1.0,42.76572,-73.80862,"1057 Troy Schenectady Rd, Latham, NY 12110, United States",1057,Troy Schenectady Rd,,Latham,12110.0,Albany,NY,USA,1,12110,FALLON,True,FALLON WELLNESS PHARMACY LLC,INDEPENDENT
4643,PHARMACY,FAMILY CARE NY PHARMACY INC.,,"170 AVENUE U BROOKLYN, NY 11223-0000",35914,2017-12-27,2020-12-01,2021-01-28,TRANSFER,,,38550,FAMILY HEALTH DRUGS INC./ FAMILY CARE PHARMACY,False,1.0,1.0,40.59633,-73.97798,"170 Avenue U, Brooklyn, NY 11223, United States",170,Avenue U,Gravesend,Brooklyn,11223.0,Kings,NY,USA,1,11223,FAMILY,True,FAMILY CARE NY PHARMACY INC,INDEPENDENT
4644,PHARMACY,FAMILY CARE PHARMA INC.,FAMILY CARE DRUGS,"136-18 39TH AVE. FLUSHING, NY 11354-0000",33658,2015-05-29,2021-05-01,2024-04-30,,51978.0,,,,True,1.0,1.0,40.7602023,-73.8297434,"136-18 39th Ave, Flushing, NY 11354, United States",136-18,39th Ave,Downtown Flushing,Flushing,11354.0,Queens,NY,USA,1,11354,FAMILY,True,FAMILY CARE PHARMA INC,INDEPENDENT
4645,PHARMACY,FAMILY CARE PHARMACY OF LI INC,FAMILY CARE PHARMACY,"33 WALT WHITMAN RD. SUITE 100 HUNTINGTON STATION, NY 11746-0000",37122,2019-02-01,2022-02-01,2025-01-31,,,,,,True,1.0,1.0,40.83061,-73.41309,"33 Walt Whitman Rd, Huntington Station, NY 11746, United States",33,Walt Whitman Rd,Huntington Station,Huntington Station,11746.0,Suffolk,NY,USA,1,11746,FAMILY,True,FAMILY CARE PHARMACY OF LI INC,INDEPENDENT
4646,PHARMACY,"FAMILY CARE PHARMACY, INC.",TRUCARE PHARMACY,"995 ROUTE 22 BREWSTER, NY 10509-1526",25560,2002-12-20,2008-01-01,2009-12-09,TRANSFER,,,29875,BREWSTER PHARMACY INC./ TRUECARE PHARMACY,False,1.0,1.0,41.39831,-73.60237,"995 Route 22, Brewster, NY 10509, United States",995,Route 22,,Brewster,10509.0,Putnam,NY,USA,1,10509,FAMILY,True,FAMILY CARE PHARMACY INC,INDEPENDENT
4647,PHARMACY,FAMILY CARE SPECIALTY PHARMACY INC.,,"126-14 101ST. AVE. SOUTH RICHMOND HILL, NY 11419-0000",35334,2017-03-17,2020-03-01,2020-08-25,TRANSFER,,,38148,"HEALTH PLUS NYC PHARMACY, INC./ FAMILY CARE SPECIALTY PHARM",False,1.0,1.0,40.69155,-73.81936,"126-14 101st Ave, South Richmond Hill, NY 11419, United States",126-14,101st Ave,Richmond Hill,South Richmond Hill,11419.0,Queens,NY,USA,1,11419,FAMILY,True,FAMILY CARE SPECIALTY PHARMACY INC,INDEPENDENT
4648,PHARMACY,FAMILY CHEMIST INC.,FAMILY CHEMISTS,"224-23 UNION TURNPIKE BAYSIDE, NY 11364-0000",26671,2004-05-27,2004-05-27,2007-03-09,DISCONTINUED,,,,,False,1.0,1.0,40.7360501,-73.7461755,"224-23 Union Tpke, Oakland Gardens, NY 11364, United States",224-23,Union Tpke,Oakland Gardens,Oakland Gardens,11364.0,Queens,NY,USA,1,11364,FAMILY,True,FAMILY CHEMIST INC,INDEPENDENT
4649,PHARMACY,FAMILY CHOICE PHARMACY CORP.,,"13-17 ELIZABETH ST. LOWER LEVEL UNIT#10 NEW YORK, NY 10013-0000",29676,2009-09-17,2021-09-01,2024-08-31,,,,,,True,1.0,1.0,40.71588,-73.99759,"13-17 Elizabeth St, New York, NY 10013, United States",13-17,Elizabeth St,Chinatown,New York,10013.0,New York,NY,USA,1,10013,FAMILY,True,FAMILY CHOICE PHARMACY CORP,INDEPENDENT
4650,PHARMACY,FAMILY DRUG INC.,SWEET SPOT PHARMACY,"8655 BROADWAY ELMHURST, NY 11373-0000",30827,2013-01-17,2013-01-17,2004-03-13,DISCONTINUED,,,,,False,1.0,1.0,40.73717,-73.87709,"86-55 Broadway, Elmhurst, NY 11373, United States",86-55,Broadway,Elmhurst,Elmhurst,11373.0,Queens,NY,USA,1,11373,FAMILY,True,FAMILY DRUG INC,INDEPENDENT
4651,PHARMACY,FAMILY DRUG STORE CORP.,,"2550 F BOSTON ROAD BRONX, NY 10467-0000",28595,2007-10-29,2019-10-01,2022-04-05,DISCONTINUED,,,,,False,1.0,1.0,40.86419,-73.86389,"2550 Boston Rd, Bronx, NY 10467, United States",2550,Boston Rd,Allerton,Bronx,10467.0,Bronx,NY,USA,1,10467,FAMILY,True,FAMILY DRUG STORE CORP,INDEPENDENT
4652,PHARMACY,FAMILY FIRST PHARMACY & SURGICAL SUPPLIES INC.,FAMILY FIRST PHARMACY,"6010 8TH AVENUE BROOKLYN, NY 11220-0000",28998,2008-07-22,2020-07-01,2023-06-30,,64695.0,,,,True,1.0,1.0,40.63534,-74.00993,"6010 8th Ave, Brooklyn, NY 11220, United States",6010,8th Ave,Sunset Park,Brooklyn,11220.0,Kings,NY,USA,1,11220,FAMILY,True,FAMILY FIRST PHARMACY & SURGICAL SUPPLIES INC,INDEPENDENT
4653,PHARMACY,FAMILY HEALTH DRUGS INC.,FAMILY CARE PHARMACY,"170 AVENUE U BROOKLYN, NY 11223-0000",38550,2021-01-28,2021-01-28,2023-12-31,,68830.0,,,,True,1.0,1.0,40.59633,-73.97798,"170 Avenue U, Brooklyn, NY 11223, United States",170,Avenue U,Gravesend,Brooklyn,11223.0,Kings,NY,USA,1,11223,FAMILY,True,FAMILY HEALTH DRUGS INC,INDEPENDENT
4654,PHARMACY,FAMILY HEALTH PHARMACY LLC,FAMILY HEALTH PHARMACY,"8510 18TH AVENUE BROOKLYN, NY 11214-0000",29860,2010-01-20,2022-01-01,2024-12-31,,61079.0,,,,True,1.0,1.0,40.60769,-74.00232,"8510 18th Ave, Brooklyn, NY 11214, United States",8510,18th Ave,Bensonhurst,Brooklyn,11214.0,Kings,NY,USA,1,11214,FAMILY,True,FAMILY HEALTH PHARMACY LLC,INDEPENDENT
4655,PHARMACY,"FAMILY MEDICAL PHARMACY, INC.",,"120 PLAZA DRIVE WILLIAMSVILLE, NY 14221-0000",26549,2004-02-26,2019-03-01,2020-06-30,TRANSFER,,,37859,RUTOWSKI OF AMHERST INC./ FAMILY MEDICAL PHARMACY,False,1.0,1.0,43.001,-78.74243,"120 Plaza Dr, Buffalo, NY 14221, United States",120,Plaza Dr,,Buffalo,14221.0,Erie,NY,USA,1,14221,FAMILY,True,FAMILY MEDICAL PHARMACY INC,INDEPENDENT
4656,PHARMACY,FAMILY PHARMACEUTICAL SERVICES L.L.C.,CHILDRENS HOMECARE PHARMACY,"C/O PHARMACY 1001 MAIN ST. 2ND FLR. BUFFALO, NY 14203-1009",22443,1995-04-21,2019-05-01,2019-09-27,,,,,,False,1.0,1.0,42.90109,-78.86887,"1001 Main St, Buffalo, NY 14203, United States",1001,Main St,Buffalo Niagara Medical Campus,Buffalo,14203.0,Erie,NY,USA,1,14203,FAMILY,True,FAMILY PHARMACEUTICAL SERVICES LLC,HEALTHCARE
4657,PHARMACY,FAMILY PHARMACEUTICAL SERVICES L.L.C.,HIGH ST. PRESCRIPTION CENTER,"100 HIGH ST. BUFFALO, NY 14203-0000",22444,1995-04-21,2022-05-01,2025-04-30,,60886.0,,,,True,1.0,1.0,42.9008,-78.86566,"100 High St, Buffalo, NY 14203, United States",100,High St,Buffalo Niagara Medical Campus,Buffalo,14203.0,Erie,NY,USA,1,14203,FAMILY,True,FAMILY PHARMACEUTICAL SERVICES LLC,INDEPENDENT
4659,PHARMACY,FAMILY PHARMACEUTICAL SERVICES LLC,CAMPUS FAMILY PHARMACY,"1001 MAIN ST. 2ND FL. BUFFALO, NY 14203-1009",34834,2017-04-05,2017-04-05,2017-11-09,DISCONTINUED,,,,,False,1.0,1.0,42.90109,-78.86887,"1001 Main St, Buffalo, NY 14203, United States",1001,Main St,Buffalo Niagara Medical Campus,Buffalo,14203.0,Erie,NY,USA,1,14203,FAMILY,True,FAMILY PHARMACEUTICAL SERVICES LLC,INDEPENDENT
4660,PHARMACY,"FAMILY PHARMACEUTICAL SERVICES, L.L.C.",SUBURBAN FAMILY PHARMACY,"1540 MAPLE RD. WILLIAMSVILLE, NY 14221-0000",28732,2008-02-21,2020-02-01,2021-12-03,DISCONTINUED,,,,,False,1.0,1.0,42.99131,-78.72976,"1540 Maple Rd, Buffalo, NY 14221, United States",1540,Maple Rd,,Buffalo,14221.0,Erie,NY,USA,1,14221,FAMILY,True,FAMILY PHARMACEUTICAL SERVICES LLC,INDEPENDENT
4661,PHARMACY,FAMILY PHARMACY & SURGICAL INC.,,"379 WEST 125TH STREET NEW YORK, NY 10027-0000",25522,2002-11-20,2019-12-01,2022-11-30,,46712.0,,,,True,1.0,1.0,40.81136,-73.95361,"379 W 125th St, New York, NY 10027, United States",379,W 125th St,Harlem,New York,10027.0,New York,NY,USA,1,10027,FAMILY,True,FAMILY PHARMACY & SURGICAL INC,INDEPENDENT
4662,PHARMACY,FAMILY PHARMACY & SURGICAL SUPPLIES INC.,,"1757 BATH AVE. BROOKLYN, NY 11214-0000",23388,1997-10-28,2019-11-01,2022-10-31,,44228.0,,,,True,1.0,1.0,40.60427,-74.00653,"1757 Bath Ave, Brooklyn, NY 11214, United States",1757,Bath Ave,Bath Beach,Brooklyn,11214.0,Kings,NY,USA,1,11214,FAMILY,True,FAMILY PHARMACY & SURGICAL SUPPLIES INC,INDEPENDENT
4665,PHARMACY,FAMILY PHARMACY SOLUTIONS INC.,SOUTH BRONX FAMILY PHARMACY,"890 GARRISON AVE. SUITE B317 BRONX, NY 10474-5332",30818,2011-08-30,2020-08-01,2023-07-31,,,,,,True,1.0,1.0,40.81714,-73.89122,"890 Garrison Ave, Bronx, NY 10474, United States",890,Garrison Ave,Hunts Point,Bronx,10474.0,Bronx,NY,USA,1,10474,FAMILY,True,FAMILY PHARMACY SOLUTIONS INC,INDEPENDENT
4667,PHARMACY,"FAMILY PHARMACY, INC.",,"67-02 MYRTLE AVENUE GLENDALE, NY 11385-0000",26745,2004-06-24,2022-06-01,2025-05-31,,37004.0,,,,True,1.0,1.0,40.70128,-73.88587,"67-02 Myrtle Ave, Ridgewood, NY 11385, United States",67-02,Myrtle Ave,Glendale,Ridgewood,11385.0,Queens,NY,USA,1,11385,FAMILY,True,FAMILY PHARMACY INC,INDEPENDENT
4668,PHARMACY,FAMILY PLUS PHARMACY CORP.,,"102 MOTT STREET NEW YORK, NY 10013-0000",27305,2005-07-05,2020-07-01,2023-06-30,,46030.0,,,,True,1.0,1.0,40.71745,-73.99726,"102 Mott St, New York, NY 10013, United States",102,Mott St,Chinatown,New York,10013.0,New York,NY,USA,1,10013,FAMILY,True,FAMILY PLUS PHARMACY CORP,INDEPENDENT
4669,PHARMACY,FAMILY RX & SURGICAL SUPPLIES INC.,,"602 MORRIS AVENUE BRONX, NY 10451-0000",26383,2004-02-02,2007-03-01,2010-06-04,DISCONTINUED,,,,,False,1.0,1.0,40.81866,-73.92202,"602 Morris Ave, Bronx, NY 10451, United States",602,Morris Ave,Melrose South-Mott Haven North,Bronx,10451.0,Bronx,NY,USA,1,10451,FAMILY,True,FAMILY RX & SURGICAL SUPPLIES INC,INDEPENDENT
4670,PHARMACY,FAMILY RX CORP,,"6929 MYRTLE AVE GLENDALE, NY 11385-0000",37800,2019-11-18,2019-11-18,2022-10-31,,,Type :  PHARMACY             Legal Name :  FAMILY RX CORP                                     Trade Name :  Street Address :   6929 MYRTLE AVE,,,True,1.0,1.0,40.70208,-73.88179,"69-29 Myrtle Ave, Ridgewood, NY 11385, United States",69-29,Myrtle Ave,Glendale,Ridgewood,11385.0,Queens,NY,USA,1,11385,FAMILY,True,FAMILY RX CORP,INDEPENDENT
4671,PHARMACY,FAMILY RX PHARMACY INC.,FAMILY RX PHARMACY,"621 MERRICK AVE EAST MEADOW, NY 11554-3740",33888,2015-08-31,2021-08-01,2024-07-31,,60656.0,,,,True,1.0,1.0,40.7035144,-73.5683353,"621 Merrick Ave, East Meadow, NY 11554, United States",621,Merrick Ave,,East Meadow,11554.0,Nassau,NY,USA,1,11554,FAMILY,True,FAMILY RX PHARMACY INC,INDEPENDENT
4673,PHARMACY,FAMILY WELLNESS CORP,FAMILY WELLNESS PHARMACY,"1086 NORTH BROADWAY SUITE 155 YONKERS, NY 10701-0000",35528,2017-06-23,2017-06-23,2019-01-17,TRANSFER,,,,,False,1.0,1.0,40.97219,-73.88244,"1086 N Broadway, Yonkers, NY 10701, United States",1086,N Broadway,Northwest Yonkers,Yonkers,10701.0,Westchester,NY,USA,1,10701,FAMILY,True,FAMILY WELLNESS CORP,INDEPENDENT
4675,PHARMACY,"FAMILYMEDS, INC.",FAMILYMEDS PHARMACY #829,"1735 ROUTE 9 SUITE 103 CLIFTON PARK, NY 12065-0000",24586,1999-12-15,2005-01-01,2007-03-09,DISCONTINUED,,,,,False,1.0,1.0,42.8683,-73.77178,"1735 Route 9, Clifton Park, NY 12065, United States",1735,Route 9,,Clifton Park,12065.0,Saratoga,NY,USA,1,12065,"FAMILYMEDS,",True,FAMILYMEDS INC,MINOR CHAIN
4676,PHARMACY,"FAMILYMEDS, INC.",FAMILYMEDS PHARMACY #833,"THE VILLAGE AT SCHODACK 81 MILLER RD. SUITE 700 CASTLETON, NY 12033-0000",24588,1999-12-15,2005-01-01,2007-03-23,,,,,,False,1.0,1.0,42.57995,-73.68309,"81 Miller Rd, Castleton-on-Hudson, NY 12033, United States",81,Miller Rd,,Castleton-on-Hudson,12033.0,Rensselaer,NY,USA,1,12033,"FAMILYMEDS,",True,FAMILYMEDS INC,MINOR CHAIN
4677,PHARMACY,"FAMILYMEDS, INC.",FAMILYMEDS PHARMACY #836,"210 WESTCHESTER AVENUE WHITE PLAINS, NY 10604-0000",24589,1999-12-15,2005-01-01,2007-06-22,TRANSFER,,,28403,"WALGREEN EASTERN CO., INC./ COMMUNITY, A WALGREENS PHARMACY",False,1.0,1.0,41.03141,-73.74187,"210 Westchester Ave, West Harrison, NY 10604, United States",210,Westchester Ave,,West Harrison,10604.0,Westchester,NY,USA,1,10604,"FAMILYMEDS,",True,FAMILYMEDS INC,MINOR CHAIN
4679,PHARMACY,"FAMILYMEDS, INC.",FAMILYMEDS PHARMACY #830,"250 DELAWARE AVENUE DELMAR, NY 12054-0000",24591,1999-12-15,2005-01-01,2007-09-25,TRANSFER,,,28603,"WALGREEN EASTERN CO., INC./ WALGREENS",False,1.0,1.0,42.62592,-73.82038,"250 Delaware Ave, Delmar, NY 12054, United States",250,Delaware Ave,,Delmar,12054.0,Albany,NY,USA,1,12054,"FAMILYMEDS,",True,FAMILYMEDS INC,MINOR CHAIN
4680,PHARMACY,"FAMILYMEDS, INC.",FAMILYMEDS PHARMACY #832,"1 WEST AVE., STE. 135 SARATOGA, NY 12866-0000",24592,1999-12-15,2005-01-01,2007-06-27,TRANSFER,,,28402,"WALGREEN EASTERN CO., INC./ WALGREENS",False,1.0,1.0,43.0845,-73.80593,"1 West Ave, Saratoga Springs, NY 12866, United States",1,West Ave,,Saratoga Springs,12866.0,Saratoga,NY,USA,1,12866,"FAMILYMEDS,",True,FAMILYMEDS INC,MINOR CHAIN
4681,PHARMACY,"FAMILYMEDS, INC.",FAMILYMEDS PHARMACY #835,"CAPTIAL REGION HEALTH PK. 711 TROY-SCHENECTADY RD. SUITE 108 LATHAM, NY 12110-2454",24593,1999-12-15,2005-01-01,2007-06-22,,,,,,False,1.0,1.0,42.75688,-73.77791,"711 Troy Schenectady Rd, Latham, NY 12110, United States",711,Troy Schenectady Rd,,Latham,12110.0,Albany,NY,USA,1,12110,"FAMILYMEDS,",True,FAMILYMEDS INC,MINOR CHAIN
4684,PHARMACY,"FANCY PHARMACY, INC.",,"2158 STARLING AVE BRONX, NY 10462-0000",29005,2008-07-15,2008-07-15,2009-05-01,DISCONTINUED,,,,,False,1.0,1.0,40.83609,-73.8535,"2158 Starling Ave, Bronx, NY 10462, United States",2158,Starling Ave,Parkchester,Bronx,10462.0,Bronx,NY,USA,1,10462,FANCY,True,FANCY PHARMACY INC,INDEPENDENT
4685,PHARMACY,FANUS PHARMACY INC,HUDSON PARKWAY PHARMACY,"5700 MOSHOLU AVENUE BRONX, NY 10471-0000",24559,1999-12-21,2005-01-01,2006-02-27,TRANSFER,,,27266,RX CENTER INC./ HUDSON PARKWAY PHARMACY,False,1.0,1.0,40.90539,-73.90044,"5700 Mosholu Ave, Bronx, NY 10471, United States",5700,Mosholu Ave,North Riverdale,Bronx,10471.0,Bronx,NY,USA,1,10471,FANUS,True,FANUS PHARMACY INC,INDEPENDENT
