recId,type,legal_name,trade_name,street_address,registration_number,date_first_registered,registration_begins,registration_ends,establishment_status,supervisor_no,supervisor_name,successor_no,successor_name,active,SeqNumber,seqLength,displayLatitude,displayLongitude,locationLabel,houseNumber,street,district,city,postalCode,county,state,country,zip_code_match,original_zip,name_short,independent
"3258",PHARMACY,"CVS ALBANY, LLC",CVS PHARMACY 16402,"2626 DELAWARE AVENUE BUFFALO, NY 14216-0000","34155",2016-04-29,2021-11-01,2024-10-31,,"60072.0",,,,True,"1.0","1.0","42.95543","-78.8693","2626 Delaware Ave, Buffalo, NY 14216, United States","2626",Delaware Ave,North Delaware,Buffalo,"14216.0",Erie,NY,USA,"1","14216",CVS,False
"3259",PHARMACY,"CVS ALBANY, LLC",CVS/PHARMACY #17692,"1730 HEMPSTEAD TURNPIKE ELMONT, NY 11003-3454","34927",2016-11-23,2021-11-01,2024-10-31,,"61143.0",,,,True,"1.0","1.0","40.70776","-73.7049","1730 Hempstead Tpke, Elmont, NY 11003, United States","1730",Hempstead Tpke,,Elmont,"11003.0",Nassau,NY,USA,"1","11003",CVS,False
"3260",PHARMACY,"CVS ALBANY, LLC",CVS PHARMACY #17390,"3657 W GENESEE STREET SYRACUSE, NY 13219-0000","34208",2016-05-17,2021-11-01,2024-10-31,,"54596.0",,,,True,"1.0","1.0","43.04663","-76.23639","3657 W Genesee St, Syracuse, NY 13219, United States","3657",W Genesee St,Fairmount,Syracuse,"13219.0",Onondaga,NY,USA,"1","13219",CVS,False
"3261",PHARMACY,"CVS ALBANY, LLC",CVS/PHARMACY #11238,"300 GIFFORD ST. SYRACUSE, NY 13204-0000","35969",2018-01-25,2021-11-01,2024-10-31,,"60193.0",,,,True,"1.0","1.0","43.0437","-76.15845","300 Gifford St, Syracuse, NY 13204, United States","300",Gifford St,Near Westside,Syracuse,"13204.0",Onondaga,NY,USA,"1","13204",CVS,False
"3262",PHARMACY,"CVS ALBANY, LLC",CVS PHARMACY 16481,"98 VETERANS MEMORIAL HWY COMMACK, NY 11725-0000","34162",2016-05-09,2021-11-01,2024-10-31,,"44428.0",,,,True,"1.0","1.0","40.83899","-73.2869","98 Veterans Memorial Hwy, Commack, NY 11725, United States","98",Veterans Memorial Hwy,,Commack,"11725.0",Suffolk,NY,USA,"1","11725",CVS,False
"3263",PHARMACY,"CVS ALBANY, LLC",CVS/PHARMACY #16661,"1300 ULSTER AVENUE KINGSTON, NY 12401-0000","34177",2016-04-01,2021-11-01,2024-10-31,,"59884.0",,,,True,"1.0","1.0","41.96645","-73.98474","1300 Ulster Ave, Kingston, NY 12401, United States","1300",Ulster Ave,,Kingston,"12401.0",Ulster,NY,USA,"1","12401",CVS,False
"3264",PHARMACY,"CVS ALBANY, LLC",CVS PHARMACY 16611,"3850 HEMPSTEAD TPKE LEVITTOWN, NY 11756-0000","34178",2016-05-09,2021-11-01,2024-10-31,,"63993.0",,,,True,"1.0","1.0","40.7247","-73.49436","3850 Hempstead Tpke, Levittown, NY 11756, United States","3850",Hempstead Tpke,,Levittown,"11756.0",Nassau,NY,USA,"1","11756",CVS,False
"3265",PHARMACY,"CVS ALBANY, LLC",CVS/PHARMACY 16549,"255 POND PATH ROAD SOUTH SETAUKET, NY 11720-0000","34204",2016-05-09,2021-11-01,2024-10-31,,"60167.0",,,,True,"1.0","1.0","40.8826856","-73.1026812","255 Pond Path, Centereach, NY 11720, United States","255",Pond Path,Centereach,Centereach,"11720.0",Suffolk,NY,USA,"1","11720",CVS,False
"3266",PHARMACY,"CVS ALBANY, LLC",CVS PHARMACY 17101,"2900 VETERANS ROAD WEST STATEN ISLAND, NY 10309-0000","34206",2016-06-07,2021-11-01,2024-10-31,,"68023.0",,,,True,"1.0","1.0","40.52804","-74.23385","2900 Veterans Rd W, Staten Island, NY 10309, United States","2900",Veterans Rd W,Charleston,Staten Island,"10309.0",Richmond,NY,USA,"1","10309",CVS,False
"3268",PHARMACY,"CVS ALBANY, LLC",CVS/PHARMACY #16824,"1 SANGERTOWN SQUARE SUITE 3 NEW HARTFORD, NY 13413-0000","34188",2016-04-29,2021-11-01,2024-10-31,,,,,,True,"1.0","1.0","43.08008","-75.31416","1 Sangertown Sq, New Hartford, NY 13413, United States","1",Sangertown Sq,,New Hartford,"13413.0",Oneida,NY,USA,"1","13413",CVS,False
"3270",PHARMACY,"CVS ALBANY, LLC",CVS PHARMACY 17005,"2003 BROADWAY MALL HICKSVILLE, NY 11801-0000","34173",2016-05-09,2021-11-01,2024-10-31,,"61485.0",,,,True,"1.0","1.0","40.77187","-73.53336","2003 Broadway Mall, Hicksville, NY 11801, United States","2003",Broadway Mall,,Hicksville,"11801.0",Nassau,NY,USA,"1","11801",CVS,False
"3271",PHARMACY,"CVS ALBANY, LLC",CVS/PHARMACY #16462,"4120 PALISADES CENTER WEST NYACK, NY 10994-0000","34215",2016-04-01,2021-11-01,2024-10-31,,"50388.0",,,,True,"1.0","1.0","41.09833","-73.95865","4120 Palisades Center Dr, West Nyack, NY 10994, United States","4120",Palisades Center Dr,Central Nyack,West Nyack,"10994.0",Rockland,NY,USA,"1","10994",CVS,False
"3272",PHARMACY,"CVS ALBANY, LLC",CVS/PHARMACY #16697,"9 CITY PLACE WHITE PLAINS, NY 10601-0000","34216",2016-04-01,2021-11-01,2024-10-31,,"60199.0",,,,True,"1.0","1.0","41.03234","-73.76548","9 City Pl, White Plains, NY 10601, United States","9",City Pl,,White Plains,"10601.0",Westchester,NY,USA,"1","10601",CVS,False
"3273",PHARMACY,"CVS ALBANY, LLC",CVS/PHARMACY #16399,"1575 NIAGARA FALLS BLVD. AMHERST, NY 14228-0000","34147",2016-04-29,2021-11-01,2024-10-31,,"61067.0",,,,True,"1.0","1.0","42.99918","-78.81702","1575 Niagara Falls Blvd, Amherst, NY 14228, United States","1575",Niagara Falls Blvd,,Amherst,"14228.0",Erie,NY,USA,"1","14228",CVS,False
"3276",PHARMACY,"CVS ALBANY, LLC",CVS/PHARMACY #16518,"7500 COMMONS BOULEVARD VICTOR, NY 14564-0000","34211",2016-04-29,2021-11-01,2024-10-31,,"64341.0",,,,True,"1.0","1.0","43.03362","-77.44805","7500 Commons Blvd, Victor, NY 14564, United States","7500",Commons Blvd,,Victor,"14564.0",Ontario,NY,USA,"1","14564",CVS,False
"3281",PHARMACY,"CVS ALBANY, LLC.",CVS PHARMACY,"20 WELCHER AVE. PEEKSKILL, NY 10566-0000","33084",2014-09-25,2021-11-01,2024-10-31,,,"Type :  PHARMACY             Legal Name :  CVS ALBANY, LLC.                                   Trade Name :  CVS PHARMACY                                       Street Address :   20 WELCHER AVE.",,,True,"1.0","1.0","41.27056","-73.93539","20 Welcher Ave, Peekskill, NY 10566, United States","20",Welcher Ave,,Peekskill,"10566.0",Westchester,NY,USA,"1","10566",CVS,False
"3286",PHARMACY,"CVS ALBANY, LLC.",CVS PHARMACY,"20 TARRYTOWN RD. WHITE PLAINS, NY 10607-1606","33085",2014-12-01,2021-11-01,2024-10-31,,,"Type :  PHARMACY             Legal Name :  CVS ALBANY, LLC.                                   Trade Name :  CVS PHARMACY                                       Street Address :   20 TARRYTOWN RD.",,,True,"1.0","1.0","41.03761","-73.7802","20 Tarrytown Rd, White Plains, NY 10607, United States","20",Tarrytown Rd,,White Plains,"10607.0",Westchester,NY,USA,"1","10607",CVS,False
"3287",PHARMACY,"CVS ALBANY, LLC.",CVS PHARMACY,"1905 ROUTE 6 CARMEL, NY 10512-2318","33667",2015-07-24,2021-11-01,2024-10-31,,"62947.0",,,,True,"1.0","1.0","41.41327","-73.66856","1905 Route 6, Carmel, NY 10512, United States","1905",Route 6,,Carmel,"10512.0",Putnam,NY,USA,"1","10512",CVS,False
"3290",PHARMACY,"CVS ALBANY, LLC.",CVS ALBANY,"1703 CENTRAL PARK AVE. YONKERS, NY 10710-0000","33299",2015-01-23,2021-11-01,2024-10-31,,"45589.0",,,,True,"1.0","1.0","40.95781","-73.843","1703 Central Park Ave, Yonkers, NY 10710, United States","1703",Central Park Ave,,Yonkers,"10710.0",Westchester,NY,USA,"1","10710",CVS,False
"3291",PHARMACY,"CVS ALBANY, LLC.",CVS PHARMACY,"450 MAIN STREET ARMONK, NY 10504-1832","32976",2014-10-08,2021-11-01,2024-10-31,,"61046.0",,,,True,"1.0","1.0","41.1278255","-73.7134108","450 Main St, Armonk, NY 10504, United States","450",Main St,,Armonk,"10504.0",Westchester,NY,USA,"1","10504",CVS,False
"3293",PHARMACY,"CVS ALBANY, LLC.",CVS PHARMACY,"1304 FAIRPORT RD. FAIRPORT, NY 14450-1310","33073",2014-12-23,2021-11-01,2024-10-31,,"59296.0",,,,True,"1.0","1.0","43.10191","-77.46181","1304 Fairport Rd, Fairport, NY 14450, United States","1304",Fairport Rd,,Fairport,"14450.0",Monroe,NY,USA,"1","14450",CVS,False
"3295",PHARMACY,"CVS ALBANY, LLC.",CVS PHARMACY,"330 ROUTE 304 BARDONIA, NY 10954-0000","32857",2014-06-13,2021-11-01,2024-10-31,,"63676.0",,,,True,"1.0","1.0","41.10975","-73.99551","330 Route 304, Nanuet, NY 10954, United States","330",Route 304,Bardonia,Nanuet,"10954.0",Rockland,NY,USA,"1","10954",CVS,False
"3296",PHARMACY,"CVS ALBANY, LLC.",CVS PHARMACY,"1856 PLEASANTVILLE RD. BRIARCLIFF MANOR, NY 10510-0000","33304",2014-12-31,2021-11-01,2024-10-31,,"46375.0",,,,True,"1.0","1.0","41.1635283","-73.8453524","1856 Pleasantville Rd, Briarcliff Manor, NY 10562, United States","1856",Pleasantville Rd,,Briarcliff Manor,"10562.0",Westchester,NY,USA,"0","10510",CVS,False
"3298",PHARMACY,"CVS ALBANY, LLC.",CVS/PHARMACY #11186,"1806 PINE AVE. NIAGARA FALLS, NY 14301-0000","35817",2017-12-11,2021-11-01,2024-10-31,,"60578.0",,,,True,"1.0","1.0","43.09528","-79.03951","1806 Pine Ave, Niagara Falls, NY 14301, United States","1806",Pine Ave,,Niagara Falls,"14301.0",Niagara,NY,USA,"1","14301",CVS,False
"3300",PHARMACY,"CVS ALBANY, LLC.",CVS/PHARMACY #10652,"294 KATONAH AVE. KATONAH, NY 10538-2148","33232",2014-11-10,2021-11-01,2024-10-31,,"37138.0",,,,True,"1.0","1.0","41.25458","-73.68374","294 Katonah Ave, Katonah, NY 10536, United States","294",Katonah Ave,,Katonah,"10536.0",Westchester,NY,USA,"0","10538",CVS,False
"3302",PHARMACY,"CVS BELLMORE AVENUE, L.L.C.",CVS PHARMACY #2154,"C/O PHARMACY 2145 BELLMORE AVE. BELLMORE, NY 11710-0000","23409",1997-08-19,2021-11-01,2024-10-31,,,,,,True,"1.0","1.0","40.67091","-73.52497","2145 Bellmore Ave, Bellmore, NY 11710, United States","2145",Bellmore Ave,,Bellmore,"11710.0",Nassau,NY,USA,"1","11710",CVS,False
"3320",PHARMACY,CXR HOSPITALITY LLC,SHELTER ISLAND HEIGHTS PHARMACY,"19 GRAND AVENUE SHELTER ISLAND HEIGHTS, NY 11965-0000","39591",2022-06-14,2022-06-14,2025-05-31,,"52730.0",,,,True,"1.0","1.0","41.08366","-72.35496","19 Grand Ave, Shelter Island Heights, NY 11965, United States","19",Grand Ave,,Shelter Island Heights,"11965.0",Suffolk,NY,USA,"1","11965",CXR,False
"3330",PHARMACY,D AND B PHARMACY CORPORATION,PAUL'S PHARMACY,"222 OAKRIDGE COMMON SOUTH SALEM, NY 10590-0000","26096",2003-08-20,2019-09-01,2022-08-31,,"48096.0",,,,True,"1.0","1.0","41.2120918","-73.5196531","222 Oakridge Commons, South Salem, NY 10590, United States","222",Oakridge Commons,,South Salem,"10590.0",Westchester,NY,USA,"1","10590",D,True
"3344",PHARMACY,D.R.A. PHARMAKON INC.,D'S PHARMACY,"389-391 PENINSULA BLVD. STORE E HEMPSTEAD, NY 11550-0000","31987",2013-06-19,2022-06-01,2025-05-31,,,,,,True,"1.0","1.0","40.70266","-73.62587","389 Peninsula Blvd, Hempstead, NY 11550, United States","389",Peninsula Blvd,,Hempstead,"11550.0",Nassau,NY,USA,"1","11550",D.R.A.,True
"3348",PHARMACY,D'YOUVILLE COLLEGE SCHOOL OF PHARMACY,,"320 PORTER AVE. BUFFALO, NY 14201-0000","30897",2011-08-11,2020-08-01,2023-07-31,,"63447.0",,,,True,"1.0","1.0","42.90231","-78.89058","320 Porter Ave, Buffalo, NY 14201, United States","320",Porter Ave,Front Park,Buffalo,"14201.0",Erie,NY,USA,"1","14201",D'YOUVILLE,True
"3371",PHARMACY,DANIEL J HORN,DAN HORN PHARMACY & HEALTH SERVICES,"DAN HORN PHARMACY & HEALTH SERVICES 111 EAST GREEN ST. OLEAN, NY 14760-0000","23822",1998-11-16,2019-12-01,2022-11-30,,,,,,True,"1.0","1.0","42.07394","-78.42904","111 E Green St, Olean, NY 14760, United States","111",E Green St,,Olean,"14760.0",Cattaraugus,NY,USA,"1","14760",DANIEL,True
"3373",PHARMACY,"DANWINS LLC,",DANWINS PHARMACY,"2186 EMPIRE BLVD. WEBSTER, NY 14580-0000","32410",2014-04-01,2020-04-01,2023-03-31,,"54529.0",,,,True,"1.0","1.0","43.20146","-77.49607","2186 Empire Blvd, Webster, NY 14580, United States","2186",Empire Blvd,,Webster,"14580.0",Monroe,NY,USA,"1","14580",DANWINS,True
"3396",PHARMACY,DAWN R. EKLUM,SOUTH DAYTON PHARMACY,"303 PINE ST. SOUTH DAYTON, NY 14138-0000","28482",2007-07-05,2022-07-01,2025-06-30,,"40701.0",,,,True,"1.0","1.0","42.36156","-79.05162","303 Pine St, South Dayton, NY 14138, United States","303",Pine St,,South Dayton,"14138.0",Cattaraugus,NY,USA,"1","14138",DAWN,True
"3425",PHARMACY,DEDALE PHARMACY INC.,DALE DRUGS,"531 WEST MERRICK ROAD VALLEY STREAM, NY 11580-0000","22517",1995-06-22,2022-07-01,2025-06-30,,"43203.0",,,,True,"1.0","1.0","40.67014","-73.71637","531 W Merrick Rd, Valley Stream, NY 11580, United States","531",W Merrick Rd,,Valley Stream,"11580.0",Nassau,NY,USA,"1","11580",DEDALE,True
"3426",PHARMACY,DEDRICK'S PHARMACY INC.,NEKOS-DEDRICK'S PHARMACY,"86 N. FRONT ST. KINGSTON, NY 12401-0000","11044",1965-10-20,2019-11-01,2022-10-31,,"41219.0",,,,True,"1.0","1.0","41.93474","-74.0223","86 N Front St, Kingston, NY 12401, United States","86",N Front St,,Kingston,"12401.0",Ulster,NY,USA,"1","12401",DEDRICK'S,True
"3431",PHARMACY,"DEGIULIO'S PHARMACY, INC.",,"220 PORTAGE RD. LEWISTON, NY 14092-0000","35491",2017-10-25,2020-10-01,2023-09-30,,"33260.0",,,,True,"1.0","1.0","43.17058","-79.03265","220 Portage Rd, Lewiston, NY 14092, United States","220",Portage Rd,,Lewiston,"14092.0",Niagara,NY,USA,"1","14092",DEGIULIO'S,True
"3436",PHARMACY,"DEL PHARMACY, INC.",DOCTOR'S PHARMACY,"535 PORT WASHINGTON BLVD. PORT WASHINGTON, NY 11050-0000","18821",1985-10-09,2019-11-01,2022-10-31,,"32440.0",,,,True,"1.0","1.0","40.82401","-73.68203","535 Port Washington Blvd, Port Washington, NY 11050, United States","535",Port Washington Blvd,,Port Washington,"11050.0",Nassau,NY,USA,"1","11050",DEL,True
"3441",PHARMACY,DELAWARE VALLEY HOSPITAL INC.,,"C/O PHARMACY 1 TITUS PL. WALTON, NY 13856-0000","18795",1985-09-24,2019-10-01,2022-09-30,,,,,,True,"1.0","1.0","42.16445","-75.12857","1 Titus Pl, Walton, NY 13856, United States","1",Titus Pl,,Walton,"13856.0",Delaware,NY,USA,"1","13856",DELAWARE,False
"3442",PHARMACY,"DELAWARE VALLEY HOSPITAL, INC.",,"C/O PHARMACY 121 STOCKTON AVE. WALTON, NY 13856-0000","32639",2014-05-14,2020-05-01,2023-04-30,,,,,,True,"1.0","1.0","42.16536","-75.12889","121 Stockton Ave, Walton, NY 13856, United States","121",Stockton Ave,,Walton,"13856.0",Delaware,NY,USA,"1","13856",DELAWARE,False
"3443",PHARMACY,DELCO DRUGS & SPECIALTY PHARMACY INC.,DELCO DRUGS,"3833 RICHMOND AVE STATEN ISLAND, NY 10312-0000","28979",2008-07-29,2020-07-01,2023-06-30,,"58199.0",,,,True,"1.0","1.0","40.54477","-74.16534","3833 Richmond Ave, Staten Island, NY 10312, United States","3833",Richmond Ave,Great Kills,Staten Island,"10312.0",Richmond,NY,USA,"1","10312",DELCO,True
"3469",PHARMACY,"DERMASAVE LABS, INC.",,"C/O PHARMACY 3 CHARLES ST. BUILDING 1, UNIT 4 PLEASANT VALLEY, NY 12569-0000","24996",2001-06-04,2022-07-01,2025-06-30,,,,,,True,"1.0","1.0","41.74778","-73.83344","3 Charles St, Pleasant Valley, NY 12569, United States","3",Charles St,,Pleasant Valley,"12569.0",Dutchess,NY,USA,"1","12569",DERMASAVE,True
"3481",PHARMACY,DEXTER PRESCRIPTION CENTER INC.,,"1453 JEFFERSON AVE. BUFFALO, NY 14208-0000","17951",1983-11-18,2019-12-01,2022-11-30,,"30992.0",,,,True,"1.0","1.0","42.9147","-78.85367","1453 Jefferson Ave, Buffalo, NY 14208, United States","1453",Jefferson Ave,Kingsley,Buffalo,"14208.0",Erie,NY,USA,"1","14208",DEXTER,True
"3485",PHARMACY,DHARMA PHARMACY LLC,LIFE CARE PHARMACY,"753 JAMES ST. UNIT C4 SYRACUSE, NY 13203-2108","35836",2017-12-07,2020-12-01,2023-11-30,,,,,,True,"1.0","1.0","43.05623","-76.14104","753 James St, Syracuse, NY 13203, United States","753",James St,Near Northeast,Syracuse,"13203.0",Onondaga,NY,USA,"1","13203",DHARMA,True
"3491",PHARMACY,"DIABETIC AND PRESCRIPTION CENTER, INC.",,"296 ROUTE 59 TALLMAN, NY 10982-0064","22413",1995-03-14,2022-04-01,2025-03-31,,"30483.0",,,,True,"1.0","3.0","41.1112079","-74.1005944","296 Route 59, Airmont, NY 10901, United States","296",Route 59,,Airmont,"10901.0",Rockland,NY,USA,"0","10982",DIABETIC,True
"3494",PHARMACY,"DIAMOND DRUGS II, INC.",DIAMOND DRUGS,"724 OLD BETHPAGE RD. OLD BETHPAGE, NY 11804-0000","32485",2013-12-12,2019-12-01,2022-11-30,,"36644.0",,,,True,"1.0","1.0","40.76456","-73.45372","724 Old Bethpage Rd, Old Bethpage, NY 11804, United States","724",Old Bethpage Rd,,Old Bethpage,"11804.0",Nassau,NY,USA,"1","11804",DIAMOND,True
"3505",PHARMACY,DIRECT CONNECT PHARMACY INC.,,"394 WOODBURY RD. HICKSVILLE, NY 11801-0000","37513",2019-08-29,2019-08-29,2022-07-31,,"56454.0",,,,True,"1.0","1.0","40.78271","-73.50373","394 Woodbury Rd, Hicksville, NY 11801, United States","394",Woodbury Rd,,Hicksville,"11801.0",Nassau,NY,USA,"1","11801",DIRECT,True
"3509",PHARMACY,DISCOUNT PHARMACY LLC,,"429A WILLIAM STREET BUFFALO, NY 14204-0000","34578",2016-06-10,2022-06-01,2025-05-31,,"61327.0",,,,True,"1.0","1.0","42.8848451","-78.8542201","429 William St, Buffalo, NY 14204, United States","429",William St,,Buffalo,"14204.0",Erie,NY,USA,"1","14204",DISCOUNT,True
"3535",PHARMACY,"DNT DRUGS, LLC",VILLAGE PHARMACY AND SURGICAL,"124 E. MAIN ST. SUITE 103 BABYLON, NY 11702-0000","28802",2008-03-24,2020-03-01,2023-02-28,,"46498.0",,,,True,"1.0","1.0","40.69641","-73.32089","124 E Main St, Babylon, NY 11702, United States","124",E Main St,,Babylon,"11702.0",Suffolk,NY,USA,"1","11702",DNT,True
"3536",PHARMACY,DOBBINS DRUGS INC.,,"52 WILLIAM ST. LYONS, NY 14489-0000","7039",1956-08-01,2019-09-01,2022-08-31,,"38902.0",,,,True,"1.0","1.0","43.06382","-76.99189","52 William St, Lyons, NY 14489, United States","52",William St,,Lyons,"14489.0",Wayne,NY,USA,"1","14489",DOBBINS,True
"3538",PHARMACY,DOBBS FERRY PHARMACY INC.,,"18 CEDAR ST. DOBBS FERRY, NY 10522-0000","15604",1976-10-05,2019-11-01,2022-10-31,,"30803.0",,,,True,"1.0","1.0","41.01556","-73.87103","18 Cedar St, Dobbs Ferry, NY 10522, United States","18",Cedar St,,Dobbs Ferry,"10522.0",Westchester,NY,USA,"1","10522",DOBBS,True
"3543",PHARMACY,DOLSONTOWN PHARMACY CORP.,DOLSONTOWN PHARMACY,"1291 DOLSONTOWN RD. UNIT #2 MIDDLETOWN, NY 10940-4774","35557",2017-07-19,2020-07-01,2023-06-30,,,,,,True,"1.0","1.0","41.42889","-74.40497","1291 Dolsontown Rd, Middletown, NY 10940, United States","1291",Dolsontown Rd,,Middletown,"10940.0",Orange,NY,USA,"1","10940",DOLSONTOWN,True
"3546",PHARMACY,"DONGAN HILLS PHARMACY, INC.",,"1560 RICHMOND RD. STATEN ISLAND, NY 10304-0000","25137",2001-10-19,2019-11-01,2022-10-31,,"44548.0",,,,True,"1.0","1.0","40.59176","-74.1008","1560 Richmond Rd, Staten Island, NY 10304, United States","1560",Richmond Rd,South Beach/Old Town,Staten Island,"10304.0",Richmond,NY,USA,"1","10304",DONGAN,True
"3568",PHARMACY,DPR EQUITY INC.,THE MEDICINE SHOPPE,"1987 STATE ROUTE 52 LIBERTY, NY 12754-0000","31090",2012-01-26,2021-01-01,2023-12-31,,"59108.0",,,,True,"1.0","1.0","41.78498","-74.72434","1987 State Route 52, Liberty, NY 12754, United States","1987",State Route 52,,Liberty,"12754.0",Sullivan,NY,USA,"1","12754",DPR,False
"3595",PHARMACY,"DRUG MART MILLWOOD, INC.",,"230 SAW MILL RIVER RD. MILLWOOD, NY 10546-0000","22495",1995-05-11,2022-06-01,2025-05-31,,"41581.0",,,,True,"1.0","1.0","41.18764","-73.80242","230 Saw Mill River Rd, Millwood, NY 10546, United States","230",Saw Mill River Rd,,Millwood,"10546.0",Westchester,NY,USA,"1","10546",DRUG,True
"3601",PHARMACY,DRUG MART TALLMAN INC.,DRUG MART,"214 ROUTE 59 TALLMAN SUFFERN, NY 10901-0000","11154",1966-01-20,2022-02-01,2025-01-31,,,,,,True,"1.0","1.0","41.11259","-74.11355","214 Route 59, Suffern, NY 10901, United States","214",Route 59,,Suffern,"10901.0",Rockland,NY,USA,"1","10901",DRUG,True
"3614",PHARMACY,"DRUG WORLD OF COLD SPRING, LLC",DRUG WORLD,"55 CHESTNUT ST. COLD SPRING, NY 10516-0000","25617",2003-03-06,2022-04-01,2025-03-31,,"43131.0",,,,True,"1.0","1.0","41.41783","-73.95172","55 Chestnut St, Cold Spring, NY 10516, United States","55",Chestnut St,,Cold Spring,"10516.0",Putnam,NY,USA,"1","10516",DRUG,True
"3752",PHARMACY,DUANE READE,,"C/O PHARMACY 678 MCLEAN AVENUE YONKERS, NY 10704-3841","24176",1998-11-30,2020-01-01,2022-12-31,,,,,,True,"1.0","1.0","40.90867","-73.87663","678 McLean Ave, Yonkers, NY 10704, United States","678",McLean Ave,Southeast Yonkers,Yonkers,"10704.0",Westchester,NY,USA,"1","10704",DUANE,False
"3807",PHARMACY,DUANE READE,,"C/O PHARMACY 1338 BROADWAY #1340 HEWLETT, NY 11557-0000","24909",2000-12-18,2020-01-01,2022-12-31,,,,,,True,"1.0","1.0","40.6400169","-73.6999384","1338 Broadway, Hewlett, NY 11557, United States","1338",Broadway,,Hewlett,"11557.0",Nassau,NY,USA,"1","11557",DUANE,False
"3853",PHARMACY,DUANE READE,,"C/O PHARMACY 1320 STONY BROOK RD. STONY BROOK, NY 11790-0000","25395",2002-10-10,2020-01-01,2022-12-31,,,,,,True,"1.0","1.0","40.87752","-73.11948","1320 Stony Brook Rd, Stony Brook, NY 11790, United States","1320",Stony Brook Rd,Stony Brook,Stony Brook,"11790.0",Suffolk,NY,USA,"1","11790",DUANE,False
"3865",PHARMACY,DUANE READE,,"C/O PHARMACY 3155 AMBOY RD. STATEN ISLAND, NY 10306-2799","25830",2003-03-28,2020-01-01,2022-12-31,,,,,,True,"1.0","1.0","40.56383","-74.1326","3155 Amboy Rd, Staten Island, NY 10306, United States","3155",Amboy Rd,Richmond Town,Staten Island,"10306.0",Richmond,NY,USA,"1","10306",DUANE,False
"3958",PHARMACY,DUTCHESS CHEMISTS INC.,MCCARTHY'S PHARMACY,"C/O PHARMACY 6032 RT. 82, P.O. BOX 466 STANFORDVILLE, NY 12581-0000","27084",2005-04-15,2020-04-01,2023-03-31,,,,,,True,"1.0","1.0","41.86935","-73.70731","6032 RT-82, Stanfordville, NY 12581, United States","6032",RT-82,,Stanfordville,"12581.0",Dutchess,NY,USA,"1","12581",DUTCHESS,True
"3961",PHARMACY,DVN DRUG CORP.,MAPLE PHARMACY,"304 MAPLE AVE. SMITHTOWN, NY 11787-4998","22174",1994-07-26,2022-08-01,2025-07-31,,"40217.0",,,,True,"1.0","1.0","40.83775","-73.19489","304 Maple Ave, Smithtown, NY 11787, United States","304",Maple Ave,Smithtown,Smithtown,"11787.0",Suffolk,NY,USA,"1","11787",DVN,True
"3962",PHARMACY,DVS PHARMACY INC.,SAXON PHARMACY,"460 MAMARONECK AVENUE WHITE PLAINS, NY 10605-0000","27376",2005-09-06,2020-09-01,2023-08-31,,"50073.0",,,,True,"1.0","1.0","41.02274","-73.76026","460 Mamaroneck Ave, White Plains, NY 10605, United States","460",Mamaroneck Ave,,White Plains,"10605.0",Westchester,NY,USA,"1","10605",DVS,True
"3990",PHARMACY,"E.R. BLACK PHARMACY, INC.",,"9553 MAIN ST. HOLLAND PATENT, NY 13354-0000","24930",2001-03-09,2022-04-01,2025-03-31,,"40637.0",,,,True,"1.0","1.0","43.24256","-75.25602","9553 Main St, Holland Patent, NY 13354, United States","9553",Main St,,Holland Patent,"13354.0",Oneida,NY,USA,"1","13354",E.R.,True
"4010",PHARMACY,EAST ISLIP PHARMACY INC.,UNITY PHARMACY,"126 EAST MAIN ST. EAST ISLIP, NY 11730-2600","33755",2015-07-27,2021-07-01,2024-06-30,,"49905.0",,,,True,"1.0","1.0","40.73201","-73.18473","126 E Main St, East Islip, NY 11730, United States","126",E Main St,East Islip,East Islip,"11730.0",Suffolk,NY,USA,"1","11730",EAST,True
"4011",PHARMACY,"EAST MAIN STREET CHEMISTS, INC.",NEIGHBORX PHARMACY AT ORMC,"707 EAST MAIN STREET MIDDLETOWN, NY 10940-2650","35020",2016-11-23,2019-11-01,2022-10-31,,"65919.0",,,,True,"1.0","1.0","41.44","-74.36811","707 E Main St, Middletown, NY 10940, United States","707",E Main St,,Middletown,"10940.0",Orange,NY,USA,"1","10940",EAST,True
"4031",PHARMACY,EASTERN NIAGARA HOSPITAL,,"DEPT.OF PHARMACY SERVICES 521 EAST AVE. LOCKPORT, NY 14094-0000","16787",1980-05-08,2022-06-01,2025-05-31,,,,,,True,"1.0","1.0","43.17734","-78.67132","521 East Ave, Lockport, NY 14094, United States","521",East Ave,,Lockport,"14094.0",Niagara,NY,USA,"1","14094",EASTERN,False
"4043",PHARMACY,"EBM PHARMACY, INC.",EBM PHARMACY & SURGICAL,"378 MERRICK AVE EAST MEADOW, NY 11554-0000","39372",2022-03-17,2022-03-17,2025-02-28,,"41378.0",,,,True,"1.0","1.0","40.71277","-73.57294","378 Merrick Ave, East Meadow, NY 11554, United States","378",Merrick Ave,,East Meadow,"11554.0",Nassau,NY,USA,"1","11554",EBM,True
"4046",PHARMACY,ECHO PHARMACY LLC,,"56 ECHO AVE. MILLER PLACE, NY 11764-0000","25362",2002-06-25,2022-07-01,2025-06-30,,"30923.0",,,,True,"1.0","1.0","40.94424","-72.99874","56 Echo Ave, Miller Place, NY 11764, United States","56",Echo Ave,Miller Place,Miller Place,"11764.0",Suffolk,NY,USA,"1","11764",ECHO,True
