recId,type,legal_name,trade_name,street_address,registration_number,date_first_registered,registration_begins,registration_ends,establishment_status,supervisor_no,supervisor_name,successor_no,successor_name,active,SeqNumber,seqLength,displayLatitude,displayLongitude,locationLabel,houseNumber,street,district,city,postalCode,county,state,country,zip_code_match,original_zip,name_short,independent,name_simplified,category,geometry,index_right,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,is_hpsa
10762,PHARMACY,"RIGHTWAY PHARMACY, INC.",,"2511 AVENUE U BROOKLYN, NY 11229-0000",26377,2004-01-12,2022-02-01,2025-01-31,,44347.0,,,,True,1.0,1.0,40.60009,-73.94619,"2511 Avenue U, Brooklyn, NY 11229, United States",2511,Avenue U,Sheepshead Bay,Brooklyn,11229.0,Kings,NY,USA,1,11229,RIGHTWAY,True,RIGHTWAY PHARMACY INC,INDEPENDENT,POINT (-73.94619 40.60009),5092,36,047,057600,36047057600,576,Census Tract 576,G5020,S,158605,0,+40.5998731,-073.9475710,True
474,PHARMACY,ABDEL CHEMISTS INC.,STV CHEMISTS,"1363 WEBSTER AVE. BRONX, NY 10456-0000",31000,2012-05-14,2021-05-01,2024-04-30,,55317.0,,,,True,1.0,1.0,40.83585,-73.90798,"1363 Webster Ave, Bronx, NY 10456, United States",1363,Webster Ave,East Concourse-Concourse Village,Bronx,10456.0,Bronx,NY,USA,1,10456,ABDEL,True,ABDEL CHEMISTS INC,INDEPENDENT,POINT (-73.90798 40.83585),3157,36,005,017702,36005017702,177.02,Census Tract 177.02,G5020,S,140906,0,+40.8361776,-073.9095498,True
11591,PHARMACY,"RX MASTERS, INC.",,"1437 WEBSTER AVE. BRONX, NY 10456-0000",30382,2010-12-08,2019-12-01,2022-11-30,,53104.0,,,,True,1.0,1.0,40.83721,-73.907,"1437 Webster Ave, Bronx, NY 10456, United States",1437,Webster Ave,East Concourse-Concourse Village,Bronx,10456.0,Bronx,NY,USA,1,10456,RX,True,RX MASTERS INC,INDEPENDENT,POINT (-73.907 40.83721),3157,36,005,017702,36005017702,177.02,Census Tract 177.02,G5020,S,140906,0,+40.8361776,-073.9095498,True
480,PHARMACY,ABHINAV CORPORATION,NEW LOTS PHARMACY,"739 NEW LOTS AVE. BROOKLYN, NY 11207-0000",24907,2001-01-17,2022-02-01,2025-01-31,,45174.0,,,,True,1.0,1.0,40.66605,-73.88378,"739 New Lots Ave, Brooklyn, NY 11207, United States",739,New Lots Ave,East New York,Brooklyn,11207.0,Kings,NY,USA,1,11207,ABHINAV,True,ABHINAV CORPORATION,INDEPENDENT,POINT (-73.88378 40.66605),1089,36,047,112400,36047112400,1124,Census Tract 1124,G5020,S,177849,0,+40.6660037,-073.8871536,True
482,PHARMACY,ABIGAIL'S PHARMACY CORP,ABIGAIL'S PHARMACY,"9717 KINGS HIGHWAY BROOKLYN, NY 11212-0000",31330,2012-06-22,2021-06-01,2022-03-28,DISCONTINUED,,,,,False,1.0,1.0,40.66173,-73.91989,"9717 Kings Hwy, Brooklyn, NY 11212, United States",9717,Kings Hwy,East Flatbush,Brooklyn,11212.0,Kings,NY,USA,1,11212,ABIGAIL'S,True,ABIGAIL'S PHARMACY CORP,INDEPENDENT,POINT (-73.91989 40.66173),798,36,047,089200,36047089200,892,Census Tract 892,G5020,S,179663,0,+40.6632821,-073.9219229,True
679,PHARMACY,ALKHEIRAT INC.,PHARMACY EXPRESS,"1081 RUTLAND ROAD BROOKLYN, NY 11212-0000",26510,2004-04-05,2016-05-01,2017-06-23,TRANSFER,,,35550,ASMK LLC/ PHARMACY EXPRESS,False,1.0,1.0,40.66426,-73.92419,"1081 Rutland Rd, Brooklyn, NY 11212, United States",1081,Rutland Rd,East Flatbush,Brooklyn,11212.0,Kings,NY,USA,1,11212,ALKHEIRAT,True,ALKHEIRAT INC,INDEPENDENT,POINT (-73.92419 40.66426),798,36,047,089200,36047089200,892,Census Tract 892,G5020,S,179663,0,+40.6632821,-073.9219229,True
11100,PHARMACY,"RITE AID OF NEW YORK, INC.",,"C/O PHARMACY 1154 CLARKSON AVE. BROOKLYN, NY 11212-2706",22469,1995-04-26,2019-10-01,2022-09-30,,,,,,True,1.0,1.0,40.66053,-73.92039,"1154 Clarkson Ave, Brooklyn, NY 11212, United States",1154,Clarkson Ave,East Flatbush,Brooklyn,11212.0,Kings,NY,USA,1,11212,RITE,False,RITE AID OF NEW YORK INC,MAJOR CHAIN,POINT (-73.92039 40.66053),798,36,047,089200,36047089200,892,Census Tract 892,G5020,S,179663,0,+40.6632821,-073.9219229,True
14028,PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS,"1134 E. NEW YORK AVE. BROOKLYN, NY 11212-0000",31383,2012-11-30,2019-08-01,2020-06-09,DISCONTINUED,,,,,False,1.0,1.0,40.66599,-73.9245,"1134 E New York Ave, Brooklyn, NY 11212, United States",1134,E New York Ave,East Flatbush,Brooklyn,11212.0,Kings,NY,USA,1,11212,WALGREEN,False,WALGREEN EASTERN CO INC,MAJOR CHAIN,POINT (-73.9245 40.66599),798,36,047,089200,36047089200,892,Census Tract 892,G5020,S,179663,0,+40.6632821,-073.9219229,True
484,PHARMACY,ABO PHARMACY CORP.,,"8003 FLATLANDS AVENUE BROOKLYN, NY 11236-0000",27745,2006-03-31,2018-02-01,2018-11-21,TRANSFER,,,37030,BOSTON PHARMA LLC/ ABO PHARMACY & MEDICAL SUPPLIES,False,1.0,1.0,40.63578,-73.91319,"8003 Flatlands Ave, Brooklyn, NY 11236, United States",8003,Flatlands Ave,Canarsie,Brooklyn,11236.0,Kings,NY,USA,1,11236,ABO,True,ABO PHARMACY CORP,INDEPENDENT,POINT (-73.91319 40.63578),5214,36,047,095400,36047095400,954,Census Tract 954,G5020,S,237026,0,+40.6389669,-073.9146325,False
489,PHARMACY,ABS RX CORP.,HEALTHY CHOICE PHARMACY,"163-06 HILLSIDE AVENUE JAMAICA, NY 11432-4078",34395,2016-03-17,2016-03-17,2017-09-15,TRANSFER,,,35695,ZARWA RX INC/ HEALTHY CHOICE PHARMACY,False,1.0,1.0,40.70855,-73.79892,"163-06 Hillside Ave, Jamaica, NY 11432, United States",163-06,Hillside Ave,Jamaica,Jamaica,11432.0,Queens,NY,USA,1,11432,ABS,True,ABS RX CORP,INDEPENDENT,POINT (-73.79892 40.70855),2064,36,081,044602,36081044602,446.02,Census Tract 446.02,G5020,S,170076,0,+40.7081869,-073.7998476,True
1362,PHARMACY,BENGAL PHARMACY INC.,,"87-81 PARSONS BLVD. JAMAICA, NY 11432-0000",30878,2011-09-01,2014-09-01,2017-06-30,DISCONTINUED,,,,,False,1.0,1.0,40.70718,-73.80211,"87-81 Parsons Blvd, Jamaica, NY 11432, United States",87-81,Parsons Blvd,Jamaica,Jamaica,11432.0,Queens,NY,USA,1,11432,BENGAL,True,BENGAL PHARMACY INC,INDEPENDENT,POINT (-73.80211 40.70718),2064,36,081,044602,36081044602,446.02,Census Tract 446.02,G5020,S,170076,0,+40.7081869,-073.7998476,True
4033,PHARMACY,EASTERN PHARMACY INC.,UNITED DHAKA PHARMACY,"159-13 HILLSIDE AVE. JAMAICA, NY 11432-0000",35006,2016-11-09,2019-11-01,2022-10-31,,61616.0,,,,True,1.0,1.0,40.70809,-73.80234,"159-13 Hillside Ave, Jamaica, NY 11432, United States",159-13,Hillside Ave,Jamaica Hills,Jamaica,11432.0,Queens,NY,USA,1,11432,EASTERN,True,EASTERN PHARMACY INC,INDEPENDENT,POINT (-73.80234 40.70809),2064,36,081,044602,36081044602,446.02,Census Tract 446.02,G5020,S,170076,0,+40.7081869,-073.7998476,True
10496,PHARMACY,QUEENS RX CORP.,NEW PARSONS PHARMACY,"8801 PARSONS BLVD. JAMACIA, NY 11432-0000",33523,2015-06-10,2018-06-01,2020-01-22,TRANSFER,,,37711,JAMAICA GET WELL CORP/ NEW PARSONS PHARMACY,False,1.0,1.0,40.7067822,-73.8020504,"8801 Parsons Blvd, New York, NY 11432, United States",8801,Parsons Blvd,Jamaica,New York,11432.0,Queens,NY,USA,1,11432,QUEENS,True,QUEENS RX CORP,INDEPENDENT,POINT (-73.8020504 40.7067822),2064,36,081,044602,36081044602,446.02,Census Tract 446.02,G5020,S,170076,0,+40.7081869,-073.7998476,True
11095,PHARMACY,"RITE AID OF NEW YORK, INC.",,"C/O PHARMACY 162-19 HILLSIDE AVENUE JAMAICA, NY 11432-0000",22426,1995-03-23,2016-10-01,2018-03-05,TRANSFER,,,,,False,1.0,1.0,40.7089,-73.79959,"162-19 Hillside Ave, Jamaica, NY 11432, United States",162-19,Hillside Ave,Jamaica Hills,Jamaica,11432.0,Queens,NY,USA,1,11432,RITE,False,RITE AID OF NEW YORK INC,MAJOR CHAIN,POINT (-73.79959 40.7089),2064,36,081,044602,36081044602,446.02,Census Tract 446.02,G5020,S,170076,0,+40.7081869,-073.7998476,True
14849,PHARMACY,ZAHIR'S PHARMACY INC.,,"159-22 HILLSIDE AVE. JAMAICA, NY 11432-0000",32922,2014-07-23,2017-07-01,2017-09-08,TRANSFER,,,35720,HILLSIDE RX INC.,False,1.0,1.0,40.7077885,-73.8019908,"159-22 Hillside Ave, Jamaica, NY 11432, United States",159-22,Hillside Ave,Jamaica,Jamaica,11432.0,Queens,NY,USA,1,11432,ZAHIR'S,True,ZAHIR'S PHARMACY INC,INDEPENDENT,POINT (-73.8019908 40.7077885),2064,36,081,044602,36081044602,446.02,Census Tract 446.02,G5020,S,170076,0,+40.7081869,-073.7998476,True
490,PHARMACY,ABSOLUTERX PHARMACY INC.,,"5322 8TH AVENUE BROOKLYN, NY 11220-0000",35104,2016-12-14,2019-12-01,2022-11-30,,57769.0,,,,True,1.0,1.0,40.63908,-74.00604,"5322 8th Ave, Brooklyn, NY 11220, United States",5322,8th Ave,Sunset Park,Brooklyn,11220.0,Kings,NY,USA,1,11220,ABSOLUTERX,True,ABSOLUTERX PHARMACY INC,INDEPENDENT,POINT (-74.00604 40.63908),2471,36,047,010601,36047010601,106.01,Census Tract 106.01,G5020,S,75434,0,+40.6395396,-074.0071422,False
797,PHARMACY,AMERICAN PHARMACY INC.,,"5524 8TH AVE. BROOKLYN, NY 11220-0000",23659,1998-05-18,2022-06-01,2025-05-31,,54642.0,,,,True,1.0,1.0,40.63792,-74.00724,"5524 8th Ave, Brooklyn, NY 11220, United States",5524,8th Ave,Sunset Park,Brooklyn,11220.0,Kings,NY,USA,1,11220,AMERICAN,True,AMERICAN PHARMACY INC,INDEPENDENT,POINT (-74.00724 40.63792),2471,36,047,010601,36047010601,106.01,Census Tract 106.01,G5020,S,75434,0,+40.6395396,-074.0071422,False
1299,PHARMACY,BBRX PLUS INC.,PLUS PHARMACY,"5223 7TH AVE. BROOKLYN, NY 11220-0000",34864,2016-09-02,2019-09-01,2022-08-31,,62003.0,,,,True,1.0,1.0,40.64079,-74.00745,"5223 7th Ave, Brooklyn, NY 11220, United States",5223,7th Ave,Sunset Park,Brooklyn,11220.0,Kings,NY,USA,1,11220,BBRX,True,BBRX PLUS INC,INDEPENDENT,POINT (-74.00745 40.64079),2471,36,047,010601,36047010601,106.01,Census Tract 106.01,G5020,S,75434,0,+40.6395396,-074.0071422,False
3343,PHARMACY,"D.K.Y. ENTERPRISES, INC.",8TH AVENUE PHARMACY,"5504 8TH AVE. BROOKLYN, NY 11220-0000",20951,1991-05-09,2022-06-01,2025-05-31,,52720.0,,,,True,1.0,1.0,40.63826,-74.00689,"5504 8th Ave, Brooklyn, NY 11220, United States",5504,8th Ave,Sunset Park,Brooklyn,11220.0,Kings,NY,USA,1,11220,D.K.Y.,True,DKY ENTERPRISES INC,INDEPENDENT,POINT (-74.00689 40.63826),2471,36,047,010601,36047010601,106.01,Census Tract 106.01,G5020,S,75434,0,+40.6395396,-074.0071422,False
5568,PHARMACY,GET WELL PHARMACY INC.,,"5218 8TH AVE. BROOKLYN, NY 11220-0000",23483,1997-12-02,2020-01-01,2022-12-31,,44226.0,,,,True,1.0,1.0,40.63969,-74.00541,"5218 8th Ave, Brooklyn, NY 11220, United States",5218,8th Ave,Sunset Park,Brooklyn,11220.0,Kings,NY,USA,1,11220,GET,True,GET WELL PHARMACY INC,INDEPENDENT,POINT (-74.00541 40.63969),2471,36,047,010601,36047010601,106.01,Census Tract 106.01,G5020,S,75434,0,+40.6395396,-074.0071422,False
491,PHARMACY,AC NORTHERN LLC,AC PHARMACY,"C/O PHARMACY 154-16 NORTHERN BLVD. FLUSHING, NY 11354-0000",27294,2005-07-28,2020-07-01,2023-06-30,,,,,,True,1.0,1.0,40.7642,-73.81036,"154-16 Northern Blvd, Flushing, NY 11354, United States",154-16,Northern Blvd,Murray Hill,Flushing,11354.0,Queens,NY,USA,1,11354,AC,True,AC NORTHERN LLC,HEALTHCARE,POINT (-73.81036 40.7642),4324,36,081,117100,36081117100,1171,Census Tract 1171,G5020,S,397538,0,+40.7632564,-073.8057125,False
9146,PHARMACY,NEW YORK FLUSHING PHARMACY LLC.,,"157-10 NORTHERN BLVD. FLUSHING, NY 11354-0000",32423,2015-08-19,2021-08-01,2024-07-31,,51165.0,,,,True,1.0,1.0,40.7635126,-73.8077636,"157-10 Northern Blvd, Flushing, NY 11354, United States",157-10,Northern Blvd,Murray Hill,Flushing,11354.0,Queens,NY,USA,1,11354,NEW,True,NEW YORK FLUSHING PHARMACY LLC,INDEPENDENT,POINT (-73.8077636 40.7635126),4324,36,081,117100,36081117100,1171,Census Tract 1171,G5020,S,397538,0,+40.7632564,-073.8057125,False
9371,PHARMACY,NY HEALTH PHARMACY INC.,,"15626 NORTHERN BLVD. FLUSHING, NY 11354-0000",34766,2016-07-22,2019-07-01,2022-06-30,,59865.0,,,,True,1.0,1.0,40.7638613,-73.8088466,"15626 Northern Blvd, Flushing, NY 11354, United States",15626,Northern Blvd,Murray Hill,Flushing,11354.0,Queens,NY,USA,1,11354,NY,True,NY HEALTH PHARMACY INC,INDEPENDENT,POINT (-73.8088466 40.7638613),4324,36,081,117100,36081117100,1171,Census Tract 1171,G5020,S,397538,0,+40.7632564,-073.8057125,False
9373,PHARMACY,NY NORTHERN PHARMACY LLC,NORTHERN PHARMACY,"164-16 NORTHERN BLVD. FLUSHING, NY 11358-0000",27311,2005-07-21,2020-07-01,2023-06-30,,57814.0,,,,True,1.0,1.0,40.7601905,-73.8014504,"164-16 Northern Blvd, Flushing, NY 11358, United States",164-16,Northern Blvd,Murray Hill,Flushing,11358.0,Queens,NY,USA,1,11358,NY,True,NY NORTHERN PHARMACY LLC,INDEPENDENT,POINT (-73.8014504 40.7601905),4324,36,081,117100,36081117100,1171,Census Tract 1171,G5020,S,397538,0,+40.7632564,-073.8057125,False
492,PHARMACY,ACARE PHARAMCY LLC,JANNAT PHARMACY,"72-03 35TH AVE. JACKSON HEIGHTS, NY 11372-4005",35267,2017-02-24,2020-02-01,2023-01-31,,52082.0,,,,True,1.0,1.0,40.7509545,-73.8938133,"72-03 35th Ave, Jackson Heights, NY 11372, United States",72-03,35th Ave,Jackson Heights,Jackson Heights,11372.0,Queens,NY,USA,1,11372,ACARE,True,ACARE PHARAMCY LLC,INDEPENDENT,POINT (-73.8938133 40.7509545),2033,36,081,029100,36081029100,291,Census Tract 291,G5020,S,261476,0,+40.7513358,-073.8951993,True
888,PHARMACY,APNA PHARMACY INC.,,"71-06 37TH AVE. JACKSON HEIGHTS, NY 11372-0000",31350,2012-07-05,2015-07-01,2018-06-11,DISCONTINUED,,,,,False,1.0,1.0,40.7485463,-73.8943271,"71-06 37th Ave, Jackson Heights, NY 11372, United States",71-06,37th Ave,Jackson Heights,Jackson Heights,11372.0,Queens,NY,USA,1,11372,APNA,True,APNA PHARMACY INC,INDEPENDENT,POINT (-73.8943271 40.7485463),2033,36,081,029100,36081029100,291,Census Tract 291,G5020,S,261476,0,+40.7513358,-073.8951993,True
493,PHARMACY,"ACARIAHEALTH PHARMACY #12, INC.",,"5 SKYLINE DR. SUITE 240 HAWTHORNE, NY 10532-0000",30446,2011-01-25,2020-01-01,2022-12-31,,,,,,True,1.0,1.0,41.09143,-73.81221,"5 Skyline Dr, Hawthorne, NY 10532, United States",5,Skyline Dr,Valhalla,Hawthorne,10532.0,Westchester,NY,USA,1,10532,ACARIAHEALTH,True,ACARIAHEALTH PHARMACY #12 INC,INDEPENDENT,POINT (-73.81221 41.09143),3049,36,119,981000,36119981000,9810,Census Tract 9810,G5020,S,4219128,0,+41.0843108,-073.8105178,False
1480,PHARMACY,"BIOMED PHARMACEUTICALS, INC.",SOLEO HEALTH,"C/O PHARMACY 4 SKYLINE DR. HAWTHORNE, NY 10532-0000",28140,2007-03-05,2022-03-01,2025-02-28,,,,,,True,1.0,1.0,41.09204,-73.81278,"4 Skyline Dr, Hawthorne, NY 10532, United States",4,Skyline Dr,Valhalla,Hawthorne,10532.0,Westchester,NY,USA,1,10532,BIOMED,True,BIOMED PHARMACEUTICALS INC,HEALTHCARE,POINT (-73.81278 41.09204),3049,36,119,981000,36119981000,9810,Census Tract 9810,G5020,S,4219128,0,+41.0843108,-073.8105178,False
14365,PHARMACY,"WALGREEN EASTERN CO., INC.","COMMUNITY, A WALGREENS PHARMACY #015313","19 BRADHURST AVENUE SUITE L1 HAWTHORNE, NY 10532-0000",31227,2012-06-08,2019-08-01,2022-07-31,,,,,,True,1.0,1.0,41.08803,-73.80128,"19 Bradhurst Ave, Hawthorne, NY 10532, United States",19,Bradhurst Ave,Valhalla,Hawthorne,10532.0,Westchester,NY,USA,1,10532,WALGREEN,False,WALGREEN EASTERN CO INC,MAJOR CHAIN,POINT (-73.80128 41.08803),3049,36,119,981000,36119981000,9810,Census Tract 9810,G5020,S,4219128,0,+41.0843108,-073.8105178,False
498,PHARMACY,ACCURATE PHARMACY LLC.,,"639 5TH AVE. BROOKLYN, NY 11215-8048",33069,2014-09-16,2020-09-01,2023-08-31,,51985.0,,,,True,1.0,1.0,40.66288,-73.99163,"639 5th Ave, Brooklyn, NY 11215, United States",639,5th Ave,Greenwood,Brooklyn,11215.0,Kings,NY,USA,1,11215,ACCURATE,True,ACCURATE PHARMACY LLC,INDEPENDENT,POINT (-73.99163 40.66288),4799,36,047,014300,36047014300,143,Census Tract 143,G5020,S,217205,0,+40.6636266,-073.9926558,False
503,PHARMACY,ACHTAN INC.,BURKE AVENUE PHARMACY,"759 BURKE AVENUE BRONX, NY 10467-0000",33402,2015-06-24,2021-06-01,2024-05-31,,46376.0,,,,True,1.0,1.0,40.87154,-73.86469,"759 Burke Ave, Bronx, NY 10467, United States",759,Burke Ave,Williamsbridge,Bronx,10467.0,Bronx,NY,USA,1,10467,ACHTAN,True,ACHTAN INC,INDEPENDENT,POINT (-73.86469 40.87154),761,36,005,037200,36005037200,372,Census Tract 372,G5020,S,186530,0,+40.8738025,-073.8632803,True
504,PHARMACY,ACJ PHARMACY CORP.,VICTORIA PHARMACY,"44-45A KISSENA BLVD FLUSHING, NY 11355-0000",18887,1985-11-27,2016-12-01,2019-11-15,TRANSFER,,,37759,LO NG PHARMACY CORP/ VICTORIA PHARMACY,False,1.0,1.0,40.7900573,-73.8290962,"44 Boulevard, Whitestone, NY 11357, United States",44,Boulevard,Malba,Whitestone,11357.0,Queens,NY,USA,0,11355,ACJ,True,ACJ PHARMACY CORP,INDEPENDENT,POINT (-73.8290962 40.7900573),1988,36,081,094500,36081094500,945,Census Tract 945,G5020,S,1527718,872808,+40.7927540,-073.8288779,False
2935,PHARMACY,"CVS ALBANY, L.L.C.",CVS/PHARMACY,"C/O PHARMACY 132-22 14TH AVE. COLLEGE POINT, NY 11356-2002",22580,1995-08-15,2021-11-01,2024-10-31,,,,,,True,1.0,1.0,40.7861153,-73.8355404,"132-22 14th Ave, College Point, NY 11356, United States",132-22,14th Ave,College Point,College Point,11356.0,Queens,NY,USA,1,11356,CVS,False,CVS ALBANY LLC,MAJOR CHAIN,POINT (-73.8355404 40.7861153),1988,36,081,094500,36081094500,945,Census Tract 945,G5020,S,1527718,872808,+40.7927540,-073.8288779,False
3205,PHARMACY,"CVS ALBANY, LLC",CVS PHARMACY 16512,"13505 20TH AVENUE COLLEGE POINT, NY 11356-0000",34160,2016-05-09,2021-11-01,2024-10-31,,61081.0,,,,True,1.0,1.0,40.7817849,-73.832737,"13505 20th Ave, College Point, NY 11356, United States",13505,20th Ave,College Point,College Point,11356.0,Queens,NY,USA,1,11356,CVS,False,CVS ALBANY LLC,MAJOR CHAIN,POINT (-73.832737 40.7817849),1988,36,081,094500,36081094500,945,Census Tract 945,G5020,S,1527718,872808,+40.7927540,-073.8288779,False
8998,PHARMACY,NEELKANTH DRUGS CORP,,"60-10A KISSENA BLVD FLUSHING, NY 11355-0000",33356,2015-02-27,2021-02-01,2021-10-11,DISCONTINUED,,,,,False,1.0,1.0,40.7900155,-73.8290833,"60 Boulevard, Whitestone, NY 11357, United States",60,Boulevard,Malba,Whitestone,11357.0,Queens,NY,USA,0,11355,NEELKANTH,True,NEELKANTH DRUGS CORP,INDEPENDENT,POINT (-73.8290833 40.7900155),1988,36,081,094500,36081094500,945,Census Tract 945,G5020,S,1527718,872808,+40.7927540,-073.8288779,False
507,PHARMACY,ACME MARKETS INC.,ACME PHARMACY #1063,"3101 ROUTE 22 PATTERSON, NY 12563-2342",34673,2016-09-12,2019-09-01,2022-08-31,,32777.0,,,,True,1.0,1.0,41.51699,-73.59152,"3101 Route 22, Patterson, NY 12563, United States",3101,Route 22,,Patterson,12563.0,Putnam,NY,USA,1,12563,ACME,False,ACME MARKETS INC,MINOR CHAIN,POINT (-73.59152 41.51699),1402,36,079,010202,36079010202,102.02,Census Tract 102.02,G5020,S,34308092,95745,+41.5038666,-073.5729829,False
508,PHARMACY,"ACME MARKETS, INC.",ACME PHARMACY,"1511 ROUTE 22 BREWSTER, NY 10509-0000",34008,2016-01-14,2022-01-01,2024-12-31,,62394.0,,,,True,1.0,1.0,41.42116,-73.57692,"1511 Route 22, Brewster, NY 10509, United States",1511,Route 22,,Brewster,10509.0,Putnam,NY,USA,1,10509,ACME,False,ACME MARKETS INC,MINOR CHAIN,POINT (-73.57692 41.42116),1278,36,079,011900,36079011900,119,Census Tract 119,G5020,S,27290545,4020419,+41.4286968,-073.5665661,False
11265,PHARMACY,"RITE AID OF NEW YORK, INC.",,"C/O PHARMACY 1511 ROUTE 22 #A BREWSTER, NY 10509-0000",24226,1999-02-12,2019-10-01,2022-09-30,,,,,,True,1.0,1.0,41.42116,-73.57692,"1511 Route 22, Brewster, NY 10509, United States",1511,Route 22,,Brewster,10509.0,Putnam,NY,USA,1,10509,RITE,False,RITE AID OF NEW YORK INC,MAJOR CHAIN,POINT (-73.57692 41.42116),1278,36,079,011900,36079011900,119,Census Tract 119,G5020,S,27290545,4020419,+41.4286968,-073.5665661,False
13227,PHARMACY,TRUE CARE APOTHECARY INC.,TRUECARE PHARMACY,"995 ROUTE 22 BREWSTER, NY 10509-0000",34787,2016-07-21,2022-07-01,2025-06-30,,35697.0,,,,True,1.0,1.0,41.39831,-73.60237,"995 Route 22, Brewster, NY 10509, United States",995,Route 22,,Brewster,10509.0,Putnam,NY,USA,1,10509,TRUE,True,TRUE CARE APOTHECARY INC,INDEPENDENT,POINT (-73.60237 41.39831),1278,36,079,011900,36079011900,119,Census Tract 119,G5020,S,27290545,4020419,+41.4286968,-073.5665661,False
509,PHARMACY,"ACME MARKETS, INC.",ACME PHARMACY,"829 ROUTE 82 HOPEWELL JUNCTION, NY 12533-0000",34009,2015-12-17,2021-12-01,2024-11-30,,61408.0,,,,True,1.0,1.0,41.58075,-73.81137,"829 Route 82, Hopewell Junction, NY 12533, United States",829,Route 82,,Hopewell Junction,12533.0,Dutchess,NY,USA,1,12533,ACME,False,ACME MARKETS INC,MINOR CHAIN,POINT (-73.81137 41.58075),210,36,027,050203,36027050203,502.03,Census Tract 502.03,G5020,S,26846667,119259,+41.5541266,-073.8186585,False
2926,PHARMACY,"CVS ALBANY, L.L.C.",CVS PHARMACY #5357,"C/O PHARMACY 413 ROUTE 376 SUITE 1 HOPEWELL JUNCTION, NY 12533-0000",21995,1994-05-09,2021-11-01,2024-10-31,,,,,,True,1.0,1.0,41.57858,-73.80868,"413 Route 376, Hopewell Junction, NY 12533, United States",413,Route 376,,Hopewell Junction,12533.0,Dutchess,NY,USA,1,12533,CVS,False,CVS ALBANY LLC,MAJOR CHAIN,POINT (-73.80868 41.57858),210,36,027,050203,36027050203,502.03,Census Tract 502.03,G5020,S,26846667,119259,+41.5541266,-073.8186585,False
4255,PHARMACY,ECKERD CORPORATION,RITE AID PHARMACY,"C/O PHARMACY 804 ROUTE 82 HOPEWELL JUNCTION, NY 12533-0000",24602,1999-12-14,2019-11-01,2022-10-31,,,,,,True,1.0,1.0,41.57801,-73.81201,"804 Route 82, Hopewell Junction, NY 12533, United States",804,Route 82,,Hopewell Junction,12533.0,Dutchess,NY,USA,1,12533,ECKERD,False,ECKERD CORPORATION,MAJOR CHAIN,POINT (-73.81201 41.57801),210,36,027,050203,36027050203,502.03,Census Tract 502.03,G5020,S,26846667,119259,+41.5541266,-073.8186585,False
6435,PHARMACY,HOPEWELL DRUGSTORE INC.,,"410 ROUTE 376 HOPEWELL JUNCTION, NY 12533-0000",35288,2017-02-17,2020-02-01,2023-01-31,,35983.0,,,,True,1.0,1.0,41.57884,-73.80765,"410 Route 376, Hopewell Junction, NY 12533, United States",410,Route 376,,Hopewell Junction,12533.0,Dutchess,NY,USA,1,12533,HOPEWELL,True,HOPEWELL DRUGSTORE INC,INDEPENDENT,POINT (-73.80765 41.57884),210,36,027,050203,36027050203,502.03,Census Tract 502.03,G5020,S,26846667,119259,+41.5541266,-073.8186585,False
6847,PHARMACY,"JND PHARMACY, INC.",TUMINARO PHARMACY,"800 ROUTE 82 SUITE A BUILDING 5 HOPEWELL JUNCTION, NY 12533-0000",26619,2004-05-07,2019-06-01,2019-09-25,,,,,,False,1.0,1.0,41.57812,-73.81276,"800 Route 82, Hopewell Junction, NY 12533, United States",800,Route 82,,Hopewell Junction,12533.0,Dutchess,NY,USA,1,12533,JND,True,JND PHARMACY INC,INDEPENDENT,POINT (-73.81276 41.57812),210,36,027,050203,36027050203,502.03,Census Tract 502.03,G5020,S,26846667,119259,+41.5541266,-073.8186585,False
510,PHARMACY,"ACME MARKETS, INC.",ACME PHARMACY,"3071 E.MAIN ST. MOHEGAN LAKE, NY 10547-0000",34010,2016-01-06,2022-01-01,2024-12-31,,37233.0,,,,True,1.0,2.0,41.3109595,-73.8719444,"3101 E Main St, Mohegan Lake, NY 10547, United States",3101,E Main St,,Mohegan Lake,10547.0,Westchester,NY,USA,1,10547,ACME,False,ACME MARKETS INC,MINOR CHAIN,POINT (-73.8719444 41.3109595),2823,36,119,014704,36119014704,147.04,Census Tract 147.04,G5020,S,4267147,85774,+41.3033025,-073.8737265,False
13711,PHARMACY,"WAL-MART STORES EAST, LP",,"C/O PHARMACY 3133 EAST MAIN STREET MOHEGAN LAKE, NY 10547-0000",23707,1998-06-09,2022-05-01,2025-04-30,,,,,,True,1.0,1.0,41.3122538,-73.8693285,"3133 E Main St, Mohegan Lake, NY 10547, United States",3133,E Main St,,Mohegan Lake,10547.0,Westchester,NY,USA,1,10547,WAL-MART,False,WAL-MART STORES EAST LP,MAJOR CHAIN,POINT (-73.8693285 41.3122538),2823,36,119,014704,36119014704,147.04,Census Tract 147.04,G5020,S,4267147,85774,+41.3033025,-073.8737265,False
